Start Location,"DIGI145"
End Location,"DIGI157"
Project,RL Viz Test
Start Date,8/3/2016 12:00 AM
End Date,12/31/2016 11:59 PM

Trip Distance(mi),25.63
Expected Travel Time(s),1651 (27:31)
Number of Trips,73563
Average Speed(mph),61.3
Average Travel Time(s),1505.5 (25:05)
Standard Deviation,443.5
15th Percentile Travel Time(s),1426 (23:46)
85th Percentile Travel Time(s),1676 (27:56)
95th Percentile Travel Time(s),2380 (39:40)

* - Values are estimates due to missing data.

Start Time,Average Speed(mph),Average Travel Time(s),Number of Trips
"9/19/2016 1:30:00 AM*",60.9,1517,2
"9/19/2016 2:00:00 AM*",61.5,1500,1
"9/19/2016 2:15:00 AM*",59.5,1551,1
"9/19/2016 2:30:00 AM*",62,1488,1
"9/19/2016 3:00:00 AM*",59.3,1556,2
"9/19/2016 3:45:00 AM*",56.2,1643,1
"9/19/2016 4:00:00 AM*",56,1649,1
"9/19/2016 4:30:00 AM*",59.2,1560,2
"9/19/2016 4:45:00 AM*",60.8,1517,3
"9/19/2016 5:00:00 AM*",27.2,3390,1
"9/19/2016 5:15:00 AM*",60.5,1525,2
"9/19/2016 5:30:00 AM*",59.7,1547,4
"9/19/2016 5:45:00 AM*",63.2,1461,5
"9/19/2016 6:00:00 AM*",59.6,1548,2
"9/19/2016 6:15:00 AM*",61,1514,8
"9/19/2016 6:30:00 AM*",59.4,1554,4
"9/19/2016 6:45:00 AM*",61.2,1509,9
"9/19/2016 7:00:00 AM*",60.5,1526,9
"9/19/2016 7:15:00 AM*",61,1513,13
"9/19/2016 7:30:00 AM*",61.3,1507,8
"9/19/2016 7:45:00 AM*",60.9,1516,10
"9/19/2016 8:00:00 AM*",62.3,1482,9
"9/19/2016 8:15:00 AM*",61.3,1507,14
"9/19/2016 8:30:00 AM*",60.7,1520,9
"9/19/2016 8:45:00 AM*",62.1,1487,14
"9/19/2016 9:00:00 AM*",62.7,1472,10
"9/19/2016 9:15:00 AM*",62.6,1475,9
"9/19/2016 9:30:00 AM*",61.7,1495,9
"9/19/2016 9:45:00 AM*",61.2,1509,9
"9/19/2016 10:00:00 AM*",62.7,1472,10
"9/19/2016 10:15:00 AM*",61.9,1492,8
"9/19/2016 10:30:00 AM*",61.4,1503,10
"9/19/2016 10:45:00 AM*",59.7,1547,9
"9/19/2016 11:00:00 AM*",60.6,1523,9
"9/19/2016 11:15:00 AM*",60.1,1535,12
"9/19/2016 11:30:00 AM*",60.5,1526,10
"9/19/2016 11:45:00 AM*",60.8,1519,14
"9/19/2016 12:00:00 PM*",61.9,1491,18
"9/19/2016 12:15:00 PM*",62.6,1475,7
"9/19/2016 12:30:00 PM*",62.2,1484,6
"9/19/2016 12:45:00 PM*",58.7,1571,7
"9/19/2016 1:00:00 PM*",61.8,1493,7
"9/19/2016 1:15:00 PM*",62.5,1477,18
"9/19/2016 1:30:00 PM*",61.6,1498,13
"9/19/2016 1:45:00 PM*",61.1,1510,10
"9/19/2016 2:00:00 PM*",61.2,1509,6
"9/19/2016 2:15:00 PM*",61.2,1509,11
"9/19/2016 2:30:00 PM*",62,1488,20
"9/19/2016 2:45:00 PM*",63.4,1456,8
"9/19/2016 3:00:00 PM*",61.8,1494,12
"9/19/2016 3:15:00 PM*",62.6,1473,23
"9/19/2016 3:30:00 PM*",61.1,1511,18
"9/19/2016 3:45:00 PM*",58.1,1588,8
"9/19/2016 4:00:00 PM*",59.7,1545,16
"9/19/2016 4:15:00 PM*",61.6,1499,15
"9/19/2016 4:30:00 PM*",59.3,1555,7
"9/19/2016 4:45:00 PM*",56.8,1625,10
"9/19/2016 5:00:00 PM*",55.3,1670,16
"9/19/2016 5:15:00 PM*",51.6,1788,11
"9/19/2016 5:30:00 PM*",51.1,1805,16
"9/19/2016 5:45:00 PM*",53.5,1724,14
"9/19/2016 6:00:00 PM*",61.6,1498,6
"9/19/2016 6:15:00 PM*",61.8,1493,8
"9/19/2016 6:30:00 PM*",61.3,1505,10
"9/19/2016 6:45:00 PM*",61.6,1498,5
"9/19/2016 7:00:00 PM*",61.6,1499,7
"9/19/2016 7:15:00 PM*",62.3,1482,7
"9/19/2016 7:30:00 PM*",63.6,1452,5
"9/20/2016 9:45:00 AM*",24.8,3714,1
"9/20/2016 3:15:00 PM*",21.1,4364,1
"9/20/2016 4:00:00 PM*",35.4,2604,1
"9/20/2016 4:30:00 PM*",21.2,4357,1
"9/20/2016 4:45:00 PM*",29.4,3142,1
"9/20/2016 5:00:00 PM*",23.6,3907,1
"9/22/2016 7:30:00 PM*",21.5,4293,1
"9/22/2016 8:00:00 PM*",61.1,1511,7
"9/22/2016 8:15:00 PM*",61,1513,7
"9/22/2016 8:30:00 PM*",63,1465,7
"9/22/2016 8:45:00 PM*",59.2,1559,5
"9/22/2016 9:00:00 PM*",61.8,1494,7
"9/22/2016 9:15:00 PM*",56.2,1643,7
"9/22/2016 9:30:00 PM*",61.9,1490,1
"9/22/2016 9:45:00 PM*",53.8,1714,2
"9/22/2016 10:00:00 PM*",60.5,1525,2
"9/22/2016 10:15:00 PM*",63.9,1444,7
"9/22/2016 10:30:00 PM*",60.3,1532,4
"9/22/2016 10:45:00 PM*",62.1,1486,6
"9/22/2016 11:00:00 PM*",64.7,1427,2
"9/22/2016 11:15:00 PM*",63.9,1445,3
"9/22/2016 11:30:00 PM*",61.1,1512,2
"9/22/2016 11:45:00 PM*",62.1,1485,5
"9/23/2016 12:00:00 AM*",60.9,1516,2
"9/23/2016 12:15:00 AM*",62.1,1487,4
"9/23/2016 12:30:00 AM*",62.6,1475,3
"9/23/2016 12:45:00 AM*",62.4,1478,1
"9/23/2016 1:30:00 AM*",64.2,1438,1
"9/23/2016 1:45:00 AM*",59.4,1553,2
"9/23/2016 2:15:00 AM*",59.2,1558,2
"9/23/2016 2:30:00 AM*",61.4,1504,4
"9/23/2016 2:45:00 AM*",65.4,1411,1
"9/23/2016 3:15:00 AM*",44.6,2069,2
"9/23/2016 4:00:00 AM*",61.5,1501,2
"9/23/2016 4:15:00 AM*",62.2,1484,1
"9/23/2016 4:30:00 AM*",30.2,3055,2
"9/23/2016 4:45:00 AM*",60.7,1521,2
"9/23/2016 5:00:00 AM*",60.8,1517,1
"9/23/2016 5:15:00 AM*",38.2,2416,3
"9/23/2016 5:30:00 AM*",58.7,1572,1
"9/23/2016 5:45:00 AM*",59.3,1557,1
"9/23/2016 6:00:00 AM*",59.1,1561,2
"9/23/2016 6:15:00 AM*",59.5,1550,13
"9/23/2016 6:30:00 AM*",59,1565,12
"9/23/2016 6:45:00 AM*",62.3,1481,6
"9/23/2016 7:00:00 AM*",60.8,1517,13
"9/23/2016 7:15:00 AM*",62.7,1471,15
"9/23/2016 7:30:00 AM*",62.1,1487,12
"9/23/2016 7:45:00 AM*",62.3,1482,9
"9/23/2016 8:00:00 AM*",62.6,1473,9
"9/23/2016 8:15:00 AM*",61,1512,15
"9/23/2016 8:30:00 AM*",58.2,1585,6
"9/23/2016 8:45:00 AM*",61.5,1501,6
"9/23/2016 9:00:00 AM*",53.2,1735,4
"9/23/2016 9:15:00 AM*",61.6,1499,11
"9/23/2016 9:30:00 AM*",61.3,1505,6
"9/23/2016 9:45:00 AM*",60.4,1528,15
"9/23/2016 10:00:00 AM*",62.2,1483,13
"9/23/2016 10:15:00 AM*",60.9,1517,18
"9/23/2016 10:30:00 AM*",63.1,1462,8
"9/23/2016 10:45:00 AM*",61.6,1499,11
"9/23/2016 11:00:00 AM*",61.5,1501,6
"9/23/2016 11:15:00 AM*",62.3,1482,17
"9/23/2016 11:30:00 AM*",62.1,1485,14
"9/23/2016 11:45:00 AM*",61.2,1509,8
"9/23/2016 12:00:00 PM*",62.9,1468,14
"9/23/2016 12:15:00 PM*",60.4,1528,13
"9/23/2016 12:30:00 PM*",61.4,1503,14
"9/23/2016 12:45:00 PM*",60.5,1525,8
"9/23/2016 1:00:00 PM*",61.6,1497,12
"9/23/2016 1:15:00 PM*",61.4,1503,16
"9/23/2016 1:30:00 PM*",62.2,1485,10
"9/23/2016 1:45:00 PM*",60.8,1518,15
"9/23/2016 2:00:00 PM*",61.5,1501,19
"9/23/2016 2:15:00 PM*",60.9,1517,18
"9/23/2016 2:30:00 PM*",62,1489,18
"9/23/2016 2:45:00 PM*",61.1,1510,18
"9/23/2016 3:00:00 PM*",60,1537,27
"9/23/2016 3:15:00 PM*",57,1618,18
"9/23/2016 3:30:00 PM*",53.7,1718,23
"9/23/2016 3:45:00 PM*",50.2,1839,18
"9/23/2016 4:00:00 PM*",50.6,1823,12
"9/23/2016 4:15:00 PM*",51,1811,22
"9/23/2016 4:30:00 PM*",51.2,1804,23
"9/23/2016 4:45:00 PM*",48.9,1888,14
"9/23/2016 5:00:00 PM*",52.8,1748,14
"9/23/2016 5:15:00 PM*",49.4,1869,10
"9/23/2016 5:30:00 PM*",51,1808,21
"9/23/2016 5:45:00 PM*",49.9,1849,19
"9/23/2016 6:00:00 PM*",55.1,1674,17
"9/23/2016 6:15:00 PM*",58.8,1570,13
"9/23/2016 6:30:00 PM*",62.5,1477,12
"9/23/2016 6:45:00 PM*",61.6,1498,10
"9/23/2016 7:00:00 PM*",63.2,1461,8
"9/23/2016 7:15:00 PM*",60.9,1516,9
"9/23/2016 7:30:00 PM*",61.3,1505,9
"9/23/2016 7:45:00 PM*",62.8,1471,6
"9/23/2016 8:00:00 PM*",63.2,1461,12
"9/23/2016 8:15:00 PM*",60.9,1517,14
"9/23/2016 8:30:00 PM*",62.3,1482,14
"9/23/2016 8:45:00 PM*",61.3,1507,14
"9/24/2016 8:00:00 PM*",64,1443,4
"9/24/2016 8:15:00 PM*",63,1465,7
"9/24/2016 8:30:00 PM*",57.2,1615,4
"9/24/2016 8:45:00 PM*",60.5,1525,3
"9/24/2016 9:00:00 PM*",62.3,1482,7
"9/24/2016 9:15:00 PM*",62.1,1486,7
"9/24/2016 9:30:00 PM*",60.6,1523,2
"9/24/2016 9:45:00 PM*",62.3,1482,3
"9/24/2016 10:00:00 PM*",62.8,1469,3
"9/24/2016 10:15:00 PM*",62.2,1484,4
"9/24/2016 10:30:00 PM*",62.4,1480,2
"9/24/2016 10:45:00 PM*",61.3,1505,4
"9/24/2016 11:00:00 PM*",62.1,1487,1
"9/24/2016 11:15:00 PM*",63.1,1462,2
"9/24/2016 11:30:00 PM*",63.1,1463,2
"9/24/2016 11:45:00 PM*",60.9,1516,5
"9/25/2016 12:15:00 AM*",62.4,1480,1
"9/25/2016 12:45:00 AM*",61.1,1511,2
"9/25/2016 1:00:00 AM*",62.3,1482,1
"9/25/2016 1:30:00 AM*",60.1,1535,4
"9/25/2016 1:45:00 AM*",63.6,1450,1
"9/25/2016 2:30:00 AM*",62.1,1486,1
"9/25/2016 3:15:00 AM*",61.3,1505,2
"9/25/2016 3:30:00 AM*",58.4,1580,1
"9/25/2016 3:45:00 AM*",62.7,1472,2
"9/25/2016 5:15:00 AM*",58.7,1572,1
"9/25/2016 5:30:00 AM*",49.2,1876,2
"9/25/2016 6:15:00 AM*",64.1,1440,2
"9/25/2016 6:30:00 AM*",61.1,1511,1
"9/25/2016 6:45:00 AM*",62,1488,3
"9/25/2016 7:00:00 AM*",64,1443,5
"9/25/2016 7:15:00 AM*",61.8,1494,3
"9/25/2016 7:30:00 AM*",63.5,1453,3
"9/25/2016 7:45:00 AM*",63.3,1457,3
"9/25/2016 8:00:00 AM*",62.7,1473,6
"9/25/2016 8:15:00 AM*",63.9,1445,4
"9/25/2016 8:30:00 AM*",31.1,2970,4
"9/25/2016 8:45:00 AM*",64.2,1437,4
"9/25/2016 9:00:00 AM*",63,1465,7
"9/25/2016 9:15:00 AM*",60.8,1519,4
"9/25/2016 9:30:00 AM*",62,1488,13
"9/25/2016 9:45:00 AM*",63.5,1453,4
"9/25/2016 10:00:00 AM*",64.3,1436,6
"9/25/2016 10:15:00 AM*",55.9,1652,6
"9/25/2016 10:30:00 AM*",63.8,1447,6
"9/25/2016 10:45:00 AM*",63.4,1455,5
"9/25/2016 11:00:00 AM*",63.3,1457,7
"9/25/2016 11:15:00 AM*",61.9,1491,7
"9/25/2016 11:30:00 AM*",62.8,1470,6
"9/25/2016 11:45:00 AM*",61.2,1508,6
"9/25/2016 12:00:00 PM*",63.9,1444,6
"9/25/2016 12:15:00 PM*",63.8,1446,5
"9/25/2016 12:30:00 PM*",63.3,1458,5
"9/25/2016 12:45:00 PM*",61.8,1494,7
"9/25/2016 1:00:00 PM*",62.8,1470,7
"9/25/2016 1:15:00 PM*",63.7,1448,4
"9/25/2016 1:30:00 PM*",61.9,1491,4
"9/25/2016 2:15:00 PM*",63.9,1444,2
"9/25/2016 2:30:00 PM*",63.5,1453,8
"9/25/2016 2:45:00 PM*",61.7,1495,3
"9/25/2016 3:00:00 PM*",61.8,1494,10
"9/25/2016 3:15:00 PM*",61.6,1498,4
"9/25/2016 3:30:00 PM*",64.1,1439,9
"9/25/2016 3:45:00 PM*",60.8,1519,7
"9/25/2016 5:30:00 PM*",22.1,4167,1
"9/25/2016 8:00:00 PM*",45.9,2010,4
"9/25/2016 8:15:00 PM*",62.9,1468,3
"9/25/2016 8:30:00 PM*",61.6,1497,2
"9/25/2016 8:45:00 PM*",60.6,1524,2
"9/25/2016 9:00:00 PM*",61.1,1511,3
"9/25/2016 9:15:00 PM*",61.5,1500,3
"9/25/2016 9:30:00 PM*",63.2,1459,1
"9/25/2016 9:45:00 PM*",56.9,1623,2
"9/25/2016 10:00:00 PM*",62.3,1482,4
"9/25/2016 10:15:00 PM*",60.4,1529,5
"9/25/2016 10:30:00 PM*",63.7,1449,2
"9/25/2016 10:45:00 PM*",61.8,1494,2
"9/25/2016 11:00:00 PM*",60.4,1527,1
"9/25/2016 11:30:00 PM*",61.3,1505,4
"9/25/2016 11:45:00 PM*",62.5,1477,1
"9/26/2016 12:00:00 AM*",61.9,1492,4
"9/26/2016 12:30:00 AM*",59.7,1547,4
"9/26/2016 1:15:00 AM*",62.2,1483,1
"9/26/2016 1:30:00 AM*",65.3,1414,1
"9/26/2016 2:15:00 AM*",60.4,1528,1
"9/26/2016 3:15:00 AM*",60.2,1534,2
"9/26/2016 3:30:00 AM*",61.7,1496,2
"9/26/2016 3:45:00 AM*",39,2369,1
"9/26/2016 4:15:00 AM*",63.4,1455,1
"9/26/2016 4:30:00 AM*",58.5,1577,2
"9/26/2016 4:45:00 AM*",62.4,1478,1
"9/26/2016 5:00:00 AM*",63.5,1453,4
"9/26/2016 5:15:00 AM*",62.1,1485,4
"9/26/2016 5:30:00 AM*",62.8,1469,3
"9/26/2016 5:45:00 AM*",59.4,1555,4
"9/26/2016 6:00:00 AM*",45.9,2012,2
"9/26/2016 6:15:00 AM*",24,3843,2
"9/26/2016 7:15:00 AM*",25.1,3680,1
"9/26/2016 8:00:00 PM*",62.6,1474,6
"9/26/2016 8:15:00 PM*",60.9,1515,3
"9/26/2016 8:30:00 PM*",63.6,1450,5
"9/26/2016 8:45:00 PM*",61.7,1496,6
"9/26/2016 9:00:00 PM*",59.8,1543,3
"9/26/2016 9:30:00 PM*",63,1465,2
"9/26/2016 9:45:00 PM*",56.4,1636,5
"9/26/2016 10:15:00 PM*",61.4,1503,1
"9/26/2016 10:45:00 PM*",59.6,1548,1
"9/26/2016 11:00:00 PM*",63.3,1458,3
"9/26/2016 11:15:00 PM*",61.8,1493,4
"9/26/2016 11:30:00 PM*",64.2,1438,3
"9/26/2016 11:45:00 PM*",63.7,1449,2
"9/27/2016 12:00:00 AM*",63.8,1448,2
"9/27/2016 12:15:00 AM*",61.9,1491,2
"9/27/2016 12:30:00 AM*",63.1,1462,3
"9/27/2016 1:00:00 AM*",59.1,1561,4
"9/27/2016 1:15:00 AM*",61.3,1507,2
"9/27/2016 1:30:00 AM*",59.4,1553,2
"9/27/2016 1:45:00 AM*",59.2,1559,3
"9/27/2016 2:30:00 AM*",71.3,1294,1
"9/27/2016 3:00:00 AM*",63.4,1455,1
"9/27/2016 3:30:00 AM*",61.1,1512,2
"9/27/2016 3:45:00 AM*",60.1,1535,1
"9/27/2016 4:30:00 AM*",64.1,1440,3
"9/27/2016 4:45:00 AM*",63.6,1452,1
"9/27/2016 5:00:00 AM*",62.6,1473,3
"9/27/2016 5:15:00 AM*",59,1565,5
"9/27/2016 5:30:00 AM*",61.6,1499,4
"9/27/2016 5:45:00 AM*",60,1538,1
"9/27/2016 6:00:00 AM*",61.3,1506,2
"9/27/2016 6:15:00 AM*",61.2,1509,9
"9/27/2016 6:30:00 AM*",61.6,1499,4
"9/27/2016 6:45:00 AM*",60.7,1520,11
"9/27/2016 7:00:00 AM*",62.8,1470,11
"9/27/2016 7:15:00 AM*",62.5,1477,9
"9/27/2016 7:30:00 AM*",62.7,1472,8
"9/27/2016 7:45:00 AM*",62,1488,10
"9/27/2016 8:00:00 AM*",62.2,1485,12
"9/27/2016 8:15:00 AM*",62.4,1480,6
"9/27/2016 8:30:00 AM*",63.1,1462,5
"9/27/2016 8:45:00 AM*",58.8,1570,11
"9/27/2016 9:00:00 AM*",59.8,1543,8
"9/27/2016 9:15:00 AM*",61.6,1497,5
"9/27/2016 9:45:00 AM*",62.8,1470,6
"9/27/2016 10:00:00 AM*",62.4,1478,4
"9/27/2016 10:15:00 AM*",61,1512,11
"9/27/2016 10:30:00 AM*",61.9,1491,18
"9/27/2016 10:45:00 AM*",61.4,1504,16
"9/27/2016 11:00:00 AM*",62,1488,7
"9/27/2016 11:30:00 AM*",59.9,1540,5
"9/27/2016 11:45:00 AM*",62.1,1486,13
"9/27/2016 12:00:00 PM*",62.2,1484,8
"9/27/2016 12:15:00 PM*",61.5,1501,11
"9/27/2016 12:30:00 PM*",61.7,1496,14
"9/27/2016 12:45:00 PM*",61.4,1503,7
"9/27/2016 1:00:00 PM*",62.7,1471,10
"9/27/2016 1:15:00 PM*",62.6,1474,12
"9/27/2016 1:30:00 PM*",60.6,1523,7
"9/27/2016 1:45:00 PM*",61.8,1493,4
"9/27/2016 4:45:00 PM*",32.6,2828,1
"9/27/2016 5:45:00 PM*",62,1488,1
"9/27/2016 8:00:00 PM*",61.6,1497,6
"9/27/2016 8:15:00 PM*",60.7,1520,6
"9/27/2016 8:30:00 PM*",62.8,1469,7
"9/27/2016 8:45:00 PM*",60,1538,5
"9/27/2016 9:00:00 PM*",63.4,1455,9
"9/27/2016 9:15:00 PM*",62.7,1472,3
"9/27/2016 9:30:00 PM*",61.2,1509,5
"9/27/2016 9:45:00 PM*",62.8,1469,2
"9/27/2016 10:00:00 PM*",62.6,1475,6
"9/27/2016 10:15:00 PM*",60.4,1528,3
"9/27/2016 10:30:00 PM*",62.2,1483,7
"9/27/2016 11:15:00 PM*",64.6,1429,3
"9/27/2016 11:30:00 PM*",64.2,1438,2
"9/27/2016 11:45:00 PM*",63.5,1453,2
"9/28/2016 12:00:00 AM*",62.7,1473,4
"9/28/2016 12:30:00 AM*",63.9,1444,2
"9/28/2016 12:45:00 AM*",52.5,1758,1
"9/28/2016 1:00:00 AM*",62.6,1475,2
"9/28/2016 1:45:00 AM*",60.8,1517,1
"9/28/2016 2:00:00 AM*",63,1465,2
"9/28/2016 2:30:00 AM*",64.3,1435,1
"9/28/2016 2:45:00 AM*",59.6,1548,1
"9/28/2016 3:00:00 AM*",63.5,1454,1
"9/28/2016 3:15:00 AM*",61.6,1499,2
"9/28/2016 3:30:00 AM*",52,1775,1
"9/28/2016 3:45:00 AM*",61.4,1504,4
"9/28/2016 4:00:00 AM*",62.1,1486,1
"9/28/2016 4:15:00 AM*",62.3,1481,2
"9/28/2016 4:30:00 AM*",60.8,1517,1
"9/28/2016 4:45:00 AM*",62,1489,2
"9/28/2016 5:00:00 AM*",61.6,1497,3
"9/28/2016 5:15:00 AM*",59.1,1561,4
"9/28/2016 5:30:00 AM*",62.5,1476,4
"9/28/2016 5:45:00 AM*",62.1,1487,7
"9/28/2016 6:00:00 AM*",64.3,1435,2
"9/28/2016 6:15:00 AM*",62,1489,3
"9/28/2016 6:30:00 AM*",61.6,1499,6
"9/28/2016 6:45:00 AM*",60.8,1518,12
"9/28/2016 7:00:00 AM*",62,1488,8
"9/28/2016 7:15:00 AM*",62.3,1482,16
"9/28/2016 7:30:00 AM*",63.9,1444,8
"9/28/2016 7:45:00 AM*",61.9,1492,8
"9/28/2016 8:00:00 AM*",61.8,1494,14
"9/28/2016 8:15:00 AM*",61.5,1500,10
"9/28/2016 8:30:00 AM*",62.8,1471,10
"9/28/2016 8:45:00 AM*",62.4,1479,10
"9/28/2016 9:00:00 AM*",63.3,1458,10
"9/28/2016 9:15:00 AM*",61.4,1502,9
"9/28/2016 9:30:00 AM*",60.3,1530,7
"9/28/2016 9:45:00 AM*",42.2,2187,8
"9/28/2016 10:00:00 AM*",63.1,1462,5
"9/28/2016 10:15:00 AM*",62,1489,7
"9/28/2016 10:30:00 AM*",63.2,1459,11
"9/28/2016 10:45:00 AM*",62.6,1473,14
"9/28/2016 11:00:00 AM*",61.2,1508,14
"9/28/2016 11:15:00 AM*",61,1513,6
"9/28/2016 11:30:00 AM*",62.8,1469,9
"9/28/2016 11:45:00 AM*",62,1489,10
"9/28/2016 12:00:00 PM*",60.3,1531,14
"9/28/2016 12:15:00 PM*",62.4,1479,4
"9/28/2016 12:30:00 PM*",60.9,1515,5
"9/28/2016 12:45:00 PM*",61.3,1505,14
"9/28/2016 1:00:00 PM*",60.3,1532,8
"9/28/2016 1:15:00 PM*",61.9,1491,22
"9/28/2016 1:30:00 PM*",62.3,1481,13
"9/28/2016 1:45:00 PM*",61.5,1501,16
"9/28/2016 2:00:00 PM*",61.2,1509,12
"9/28/2016 2:15:00 PM*",62.9,1466,10
"9/28/2016 2:30:00 PM*",61.3,1505,15
"9/28/2016 2:45:00 PM*",61.6,1498,12
"9/28/2016 3:00:00 PM*",62.7,1471,25
"9/28/2016 3:15:00 PM*",62.7,1473,26
"9/28/2016 3:30:00 PM*",60.5,1525,23
"9/28/2016 3:45:00 PM*",60.5,1525,18
"9/28/2016 4:00:00 PM*",62.4,1479,17
"9/28/2016 4:15:00 PM*",60.2,1534,10
"9/28/2016 4:30:00 PM*",55.7,1656,15
"9/28/2016 4:45:00 PM*",55.7,1658,17
"9/28/2016 5:00:00 PM*",51.5,1791,17
"9/28/2016 5:15:00 PM*",50.3,1834,24
"9/28/2016 5:30:00 PM*",48,1924,18
"9/28/2016 5:45:00 PM*",51.4,1795,14
"9/28/2016 6:00:00 PM*",60.5,1525,6
"9/28/2016 6:15:00 PM*",62.5,1478,10
"9/28/2016 6:30:00 PM*",63,1464,10
"9/28/2016 6:45:00 PM*",63.1,1463,6
"9/28/2016 7:00:00 PM*",62.7,1472,5
"9/28/2016 7:15:00 PM*",63.1,1462,9
"9/28/2016 7:30:00 PM*",63,1465,6
"9/28/2016 7:45:00 PM*",65.4,1411,3
"9/28/2016 8:00:00 PM*",62,1490,6
"9/28/2016 8:15:00 PM*",62.5,1477,4
"9/28/2016 8:30:00 PM*",61.1,1510,10
"9/28/2016 8:45:00 PM*",61,1512,1
"9/28/2016 9:00:00 PM*",62.9,1466,6
"9/28/2016 9:15:00 PM*",62.6,1475,6
"9/28/2016 9:30:00 PM*",57.8,1596,2
"9/28/2016 9:45:00 PM*",61.2,1509,4
"9/28/2016 10:00:00 PM*",63.2,1459,5
"9/28/2016 10:15:00 PM*",64.4,1434,2
"9/28/2016 10:45:00 PM*",60.9,1515,2
"9/28/2016 11:00:00 PM*",62.4,1480,2
"9/28/2016 11:15:00 PM*",65.3,1413,2
"9/28/2016 11:30:00 PM*",61.6,1497,1
"9/28/2016 11:45:00 PM*",64.5,1431,3
"9/29/2016 12:00:00 AM*",62.6,1475,5
"9/29/2016 12:15:00 AM*",61.7,1496,1
"9/29/2016 12:30:00 AM*",64.5,1431,1
"9/29/2016 12:45:00 AM*",63.8,1448,2
"9/29/2016 1:15:00 AM*",59.2,1559,2
"9/29/2016 2:00:00 AM*",62.6,1475,2
"9/29/2016 2:30:00 AM*",60.4,1527,2
"9/29/2016 2:45:00 AM*",60.7,1520,1
"9/29/2016 3:00:00 AM*",63.6,1452,2
"9/29/2016 3:15:00 AM*",62.9,1468,1
"9/29/2016 4:00:00 AM*",60.9,1515,3
"9/29/2016 4:15:00 AM*",65.6,1406,1
"9/29/2016 4:30:00 AM*",62.5,1477,3
"9/29/2016 4:45:00 AM*",59.5,1552,1
"9/29/2016 5:00:00 AM*",62.1,1487,4
"9/29/2016 5:15:00 AM*",63.6,1451,1
"9/29/2016 5:30:00 AM*",31.8,2903,2
"9/29/2016 5:45:00 AM*",61.2,1508,2
"9/29/2016 6:00:00 AM*",62.9,1467,3
"9/29/2016 6:15:00 AM*",61.4,1502,7
"9/29/2016 6:30:00 AM*",59.9,1541,7
"9/29/2016 6:45:00 AM*",61.5,1501,10
"9/29/2016 7:00:00 AM*",63.6,1450,8
"9/29/2016 7:15:00 AM*",62.9,1468,10
"9/29/2016 7:30:00 AM*",61.6,1498,10
"9/29/2016 7:45:00 AM*",61.9,1490,13
"9/29/2016 8:00:00 AM*",63.4,1455,9
"9/29/2016 8:15:00 AM*",61.4,1504,12
"9/29/2016 8:30:00 AM*",63.5,1453,7
"9/29/2016 8:45:00 AM*",61.7,1496,9
"9/29/2016 9:00:00 AM*",61.9,1491,11
"9/29/2016 9:15:00 AM*",61.5,1500,10
"9/29/2016 9:30:00 AM*",62.1,1485,9
"9/29/2016 9:45:00 AM*",61,1513,11
"9/29/2016 1:00:00 PM*",21,4391,1
"9/29/2016 1:30:00 PM*",36.2,2546,1
"9/29/2016 5:15:00 PM*",21.1,4364,1
"9/29/2016 5:30:00 PM*",20.5,4496,1
"9/29/2016 8:00:00 PM*",62.7,1473,8
"9/29/2016 8:15:00 PM*",63,1464,8
"9/29/2016 8:30:00 PM*",61.7,1495,6
"9/29/2016 8:45:00 PM*",62.8,1471,4
"9/29/2016 9:00:00 PM*",62.6,1474,4
"9/29/2016 9:15:00 PM*",60.4,1527,5
"9/29/2016 9:30:00 PM*",62.6,1475,3
"9/29/2016 9:45:00 PM*",60.6,1523,2
"9/29/2016 10:00:00 PM*",65.1,1417,1
"9/29/2016 10:15:00 PM*",61.9,1491,5
"9/29/2016 10:30:00 PM*",61.3,1507,2
"9/29/2016 10:45:00 PM*",61.2,1509,3
"9/29/2016 11:00:00 PM*",63.8,1446,3
"9/29/2016 11:15:00 PM*",65.7,1405,2
"9/29/2016 11:30:00 PM*",62.2,1484,4
"9/29/2016 11:45:00 PM*",61.5,1501,2
"9/30/2016 12:00:00 AM*",62.4,1479,8
"9/30/2016 12:30:00 AM*",64,1441,1
"9/30/2016 12:45:00 AM*",60.3,1531,2
"9/30/2016 1:00:00 AM*",64.7,1427,1
"9/30/2016 2:00:00 AM*",61,1514,2
"9/30/2016 2:15:00 AM*",59.9,1541,1
"9/30/2016 2:30:00 AM*",63,1465,3
"9/30/2016 2:45:00 AM*",62.2,1483,1
"9/30/2016 3:00:00 AM*",65.2,1416,1
"9/30/2016 3:30:00 AM*",62.8,1470,1
"9/30/2016 3:45:00 AM*",61.4,1502,2
"9/30/2016 4:00:00 AM*",38.7,2384,2
"9/30/2016 4:15:00 AM*",59.5,1550,1
"9/30/2016 4:30:00 AM*",62.6,1475,3
"9/30/2016 4:45:00 AM*",31.1,2968,2
"9/30/2016 5:00:00 AM*",61.1,1511,3
"9/30/2016 5:15:00 AM*",60,1538,5
"9/30/2016 5:30:00 AM*",47.6,1938,2
"9/30/2016 5:45:00 AM*",60.9,1515,5
"9/30/2016 6:00:00 AM*",61.2,1507,3
"9/30/2016 6:15:00 AM*",60.4,1529,16
"9/30/2016 6:30:00 AM*",61.8,1493,9
"9/30/2016 6:45:00 AM*",63.2,1461,12
