Start Location,"DIGI145"
End Location,"DIGI157"
Project,RL Viz Test
Start Date,8/3/2016 12:00 AM
End Date,12/31/2016 11:59 PM

Trip Distance(mi),25.63
Expected Travel Time(s),1651 (27:31)
Number of Trips,73563
Average Speed(mph),61.3
Average Travel Time(s),1505.5 (25:05)
Standard Deviation,443.5
15th Percentile Travel Time(s),1426 (23:46)
85th Percentile Travel Time(s),1676 (27:56)
95th Percentile Travel Time(s),2380 (39:40)

* - Values are estimates due to missing data.

Start Time,Average Speed(mph),Average Travel Time(s),Number of Trips
"8/17/2016 5:45:00 AM*",60,1539,3
"8/17/2016 6:00:00 AM*",60.3,1531,9
"8/17/2016 6:15:00 AM*",60.7,1521,7
"8/17/2016 6:30:00 AM*",61.6,1499,3
"8/17/2016 6:45:00 AM*",60.8,1518,6
"8/17/2016 7:00:00 AM*",59.8,1542,17
"8/17/2016 7:15:00 AM*",58,1592,7
"8/17/2016 7:30:00 AM*",61,1513,11
"8/17/2016 7:45:00 AM*",60.1,1536,14
"8/17/2016 8:00:00 AM*",58.8,1570,12
"8/17/2016 8:15:00 AM*",59.7,1545,7
"8/17/2016 8:30:00 AM*",59,1565,8
"8/17/2016 8:45:00 AM*",58.4,1579,7
"8/17/2016 9:00:00 AM*",59.2,1559,6
"8/17/2016 9:15:00 AM*",59.2,1558,12
"8/17/2016 9:30:00 AM*",58.6,1574,7
"8/17/2016 9:45:00 AM*",59.8,1544,4
"8/17/2016 10:00:00 AM*",58.8,1570,6
"8/17/2016 10:15:00 AM*",59.4,1554,9
"8/17/2016 10:30:00 AM*",59.6,1549,14
"8/17/2016 10:45:00 AM*",59,1565,9
"8/17/2016 11:00:00 AM*",58.3,1583,12
"8/17/2016 11:15:00 AM*",60.2,1533,9
"8/17/2016 11:30:00 AM*",60.8,1518,11
"8/17/2016 11:45:00 AM*",60.6,1522,12
"8/17/2016 12:00:00 PM*",58.7,1572,16
"8/17/2016 12:15:00 PM*",60.4,1529,6
"8/17/2016 12:30:00 PM*",59.6,1550,10
"8/17/2016 12:45:00 PM*",61.4,1503,10
"8/17/2016 1:00:00 PM*",58.9,1566,11
"8/17/2016 1:15:00 PM*",58.8,1570,11
"8/17/2016 1:30:00 PM*",58.5,1577,17
"8/17/2016 1:45:00 PM*",60,1538,9
"8/17/2016 2:00:00 PM*",59.5,1552,17
"8/17/2016 2:15:00 PM*",59,1565,16
"8/17/2016 2:30:00 PM*",59.3,1556,17
"8/17/2016 2:45:00 PM*",59.9,1541,22
"8/17/2016 3:00:00 PM*",59.3,1557,18
"8/17/2016 3:15:00 PM*",57.2,1612,15
"8/17/2016 3:30:00 PM*",56.2,1643,18
"8/17/2016 3:45:00 PM*",51.8,1783,24
"8/17/2016 4:00:00 PM*",47.8,1932,20
"8/17/2016 4:15:00 PM*",46.3,1995,21
"8/17/2016 4:30:00 PM*",47.9,1925,20
"8/17/2016 4:45:00 PM*",48.2,1914,9
"8/17/2016 5:00:00 PM*",50.6,1824,16
"8/17/2016 5:15:00 PM*",45.4,2033,16
"8/17/2016 5:30:00 PM*",50,1847,15
"8/17/2016 5:45:00 PM*",55.4,1667,11
"8/17/2016 6:00:00 PM*",59.9,1542,14
"8/17/2016 6:15:00 PM*",60.9,1516,6
"8/17/2016 6:30:00 PM*",61.7,1496,13
"8/17/2016 6:45:00 PM*",60.4,1529,8
"8/17/2016 7:00:00 PM*",58.9,1568,5
"8/17/2016 7:15:00 PM*",60.6,1523,4
"8/17/2016 7:30:00 PM*",52.1,1772,3
"8/17/2016 7:45:00 PM*",61.8,1494,8
"8/17/2016 8:00:00 PM*",59.2,1558,10
"8/17/2016 8:15:00 PM*",59.3,1555,9
"8/17/2016 8:30:00 PM*",60,1538,5
"8/17/2016 8:45:00 PM*",59.7,1546,4
"8/17/2016 9:00:00 PM*",59.5,1552,3
"8/17/2016 9:15:00 PM*",58.8,1570,10
"8/17/2016 9:30:00 PM*",61.1,1512,4
"8/17/2016 9:45:00 PM*",59.4,1554,5
"8/17/2016 10:00:00 PM*",60.6,1524,5
"8/17/2016 10:15:00 PM*",60.9,1515,3
"8/17/2016 10:30:00 PM*",60.5,1526,4
"8/17/2016 10:45:00 PM*",58.7,1573,1
"8/17/2016 11:00:00 PM*",59.7,1546,3
"8/17/2016 11:15:00 PM*",61.4,1503,2
"8/17/2016 11:30:00 PM*",60,1538,4
"8/17/2016 11:45:00 PM*",59.2,1558,2
"8/18/2016 12:00:00 AM*",60.7,1521,7
"8/18/2016 12:15:00 AM*",57.2,1614,3
"8/18/2016 12:30:00 AM*",59.2,1560,3
"8/18/2016 1:00:00 AM*",58.2,1587,4
"8/18/2016 1:15:00 AM*",58.9,1568,2
"8/18/2016 1:45:00 AM*",60,1538,2
"8/18/2016 2:00:00 AM*",58.9,1568,2
"8/18/2016 2:15:00 AM*",60.3,1532,2
"8/18/2016 2:30:00 AM*",56.6,1630,1
"8/18/2016 3:15:00 AM*",60,1537,1
"8/18/2016 3:45:00 AM*",58.9,1568,1
"8/18/2016 4:00:00 AM*",58.8,1570,1
"8/18/2016 4:15:00 AM*",57.9,1593,1
"8/18/2016 4:45:00 AM*",60.4,1528,2
"8/18/2016 5:00:00 AM*",55.7,1657,3
"8/18/2016 5:15:00 AM*",59.3,1556,2
"8/18/2016 5:30:00 AM*",60.5,1526,4
"8/18/2016 5:45:00 AM*",57,1619,4
"8/18/2016 6:00:00 AM*",59.5,1552,5
"8/18/2016 6:15:00 AM*",60.7,1521,7
"8/18/2016 6:30:00 AM*",58.8,1571,6
"8/18/2016 6:45:00 AM*",60.9,1515,6
"8/18/2016 7:00:00 AM*",60.6,1523,6
"8/18/2016 7:15:00 AM*",58.9,1568,9
"8/18/2016 7:30:00 AM*",61.8,1493,12
"8/18/2016 7:45:00 AM*",60.4,1528,17
"8/18/2016 8:00:00 AM*",60.9,1515,13
"8/18/2016 8:15:00 AM*",60.6,1524,14
"8/18/2016 8:30:00 AM*",60.9,1516,6
"8/18/2016 8:45:00 AM*",59,1563,13
"8/18/2016 9:00:00 AM*",60.6,1524,6
"8/18/2016 9:15:00 AM*",61.2,1508,10
"8/18/2016 9:30:00 AM*",59.4,1553,7
"8/18/2016 9:45:00 AM*",59.2,1560,9
"8/18/2016 10:00:00 AM*",59.7,1545,8
"8/18/2016 10:15:00 AM*",60.3,1530,16
"8/18/2016 10:30:00 AM*",59.8,1542,13
"8/18/2016 10:45:00 AM*",59.4,1554,6
"8/18/2016 11:00:00 AM*",58.7,1573,22
"8/18/2016 11:15:00 AM*",60,1538,7
"8/18/2016 11:30:00 AM*",60.6,1523,12
"8/18/2016 11:45:00 AM*",59.1,1562,8
"8/18/2016 12:00:00 PM*",59,1564,10
"8/18/2016 12:15:00 PM*",59,1563,13
"8/18/2016 12:30:00 PM*",59.6,1548,11
"8/18/2016 12:45:00 PM*",59.1,1562,6
"8/18/2016 1:00:00 PM*",59.4,1554,16
"8/18/2016 1:15:00 PM*",59,1565,9
"8/18/2016 1:30:00 PM*",59,1563,16
"8/18/2016 1:45:00 PM*",59.4,1555,16
"8/18/2016 2:00:00 PM*",60.3,1530,15
"8/18/2016 2:15:00 PM*",58.1,1587,15
"8/18/2016 2:30:00 PM*",60.7,1521,21
"8/18/2016 2:45:00 PM*",59,1563,15
"8/18/2016 3:00:00 PM*",58.4,1580,20
"8/18/2016 3:15:00 PM*",56.4,1638,18
"8/18/2016 3:30:00 PM*",55.7,1657,23
"8/18/2016 3:45:00 PM*",49.3,1873,23
"8/18/2016 4:00:00 PM*",47.7,1936,21
"8/18/2016 4:15:00 PM*",46.9,1969,21
"8/18/2016 4:30:00 PM*",50.5,1827,19
"8/18/2016 4:45:00 PM*",49.9,1849,20
"8/18/2016 5:00:00 PM*",49.2,1877,13
"8/18/2016 5:15:00 PM*",49.1,1881,20
"8/18/2016 5:30:00 PM*",48.8,1890,10
"8/18/2016 5:45:00 PM*",51.1,1805,15
"8/18/2016 6:00:00 PM*",58.6,1574,9
"8/18/2016 6:15:00 PM*",61.3,1506,18
"8/18/2016 6:30:00 PM*",60.1,1536,11
"8/18/2016 6:45:00 PM*",60.7,1521,10
"8/18/2016 7:00:00 PM*",61.1,1511,6
"8/18/2016 7:15:00 PM*",60,1539,9
"8/18/2016 7:30:00 PM*",60.3,1531,12
"8/18/2016 7:45:00 PM*",59.9,1540,10
"8/18/2016 8:00:00 PM*",59.9,1541,8
"8/18/2016 8:15:00 PM*",58.9,1568,6
"8/18/2016 8:30:00 PM*",61,1513,8
"8/18/2016 8:45:00 PM*",60.1,1536,9
"8/18/2016 9:00:00 PM*",59.7,1547,7
"8/18/2016 9:15:00 PM*",59.4,1554,8
"8/18/2016 9:30:00 PM*",60.5,1526,8
"8/18/2016 9:45:00 PM*",60.2,1534,3
"8/18/2016 10:00:00 PM*",61,1513,8
"8/18/2016 10:15:00 PM*",61,1512,5
"8/18/2016 10:30:00 PM*",60.7,1520,2
"8/18/2016 10:45:00 PM*",60.9,1515,6
"8/18/2016 11:15:00 PM*",61,1514,6
"8/18/2016 11:30:00 PM*",60.2,1533,7
"8/18/2016 11:45:00 PM*",60.4,1529,4
"8/19/2016 12:00:00 AM*",60.6,1523,4
"8/19/2016 12:15:00 AM*",58.3,1584,5
"8/19/2016 12:30:00 AM*",60,1539,3
"8/19/2016 12:45:00 AM*",61.5,1501,3
"8/19/2016 1:15:00 AM*",59.6,1550,4
"8/19/2016 1:45:00 AM*",60.2,1534,2
"8/19/2016 2:00:00 AM*",56.9,1623,1
"8/19/2016 2:15:00 AM*",59.2,1560,3
"8/19/2016 2:30:00 AM*",61.1,1510,3
"8/19/2016 2:45:00 AM*",59.2,1559,1
"8/19/2016 3:00:00 AM*",60,1539,1
"8/19/2016 3:15:00 AM*",60.1,1535,1
"8/19/2016 3:45:00 AM*",61.3,1505,1
"8/19/2016 4:15:00 AM*",57.2,1613,4
"8/19/2016 4:30:00 AM*",55.7,1657,1
"8/19/2016 4:45:00 AM*",58,1592,1
"8/19/2016 5:00:00 AM*",59.7,1546,2
"8/19/2016 5:15:00 AM*",58.8,1569,4
"8/19/2016 5:30:00 AM*",59,1564,6
"8/19/2016 5:45:00 AM*",57.3,1611,7
"8/19/2016 6:00:00 AM*",61.4,1504,4
"8/19/2016 6:15:00 AM*",60.5,1526,7
"8/19/2016 6:30:00 AM*",60.6,1523,12
"8/19/2016 6:45:00 AM*",61,1514,6
"8/19/2016 7:00:00 AM*",60.1,1535,11
"8/19/2016 7:15:00 AM*",59.3,1556,8
"8/19/2016 7:30:00 AM*",59.3,1556,9
"8/19/2016 7:45:00 AM*",61,1513,15
"8/19/2016 8:00:00 AM*",59.2,1560,11
"8/19/2016 8:15:00 AM*",60.4,1527,9
"8/19/2016 8:30:00 AM*",59.6,1548,19
"8/19/2016 8:45:00 AM*",61.3,1506,8
"8/19/2016 9:00:00 AM*",60.2,1533,10
"8/19/2016 9:15:00 AM*",60.5,1527,12
"8/19/2016 9:30:00 AM*",60.6,1524,15
"8/19/2016 9:45:00 AM*",60.5,1525,10
"8/19/2016 10:00:00 AM*",59.9,1540,9
"8/19/2016 10:15:00 AM*",58.8,1569,11
"8/19/2016 10:30:00 AM*",59.4,1553,16
"8/19/2016 10:45:00 AM*",59.4,1554,20
"8/19/2016 11:00:00 AM*",60,1539,10
"8/19/2016 11:15:00 AM*",59.7,1546,17
"8/19/2016 11:30:00 AM*",59.3,1555,12
"8/19/2016 11:45:00 AM*",59.4,1554,13
"8/19/2016 12:00:00 PM*",61.2,1509,26
"8/19/2016 12:15:00 PM*",60.4,1528,16
"8/19/2016 12:30:00 PM*",60.1,1535,17
"8/19/2016 12:45:00 PM*",61.4,1502,9
"8/19/2016 1:00:00 PM*",60.2,1534,13
"8/19/2016 1:15:00 PM*",59.5,1552,24
"8/19/2016 1:30:00 PM*",60.6,1524,15
"8/19/2016 1:45:00 PM*",59.8,1543,19
"8/19/2016 2:00:00 PM*",60.7,1521,9
"8/19/2016 2:15:00 PM*",59.6,1548,22
"8/19/2016 2:30:00 PM*",60.4,1529,16
"8/19/2016 2:45:00 PM*",59.7,1546,36
"8/19/2016 3:00:00 PM*",58.9,1568,20
"8/19/2016 3:15:00 PM*",49.9,1850,20
"8/19/2016 3:30:00 PM*",49.9,1849,28
"8/19/2016 3:45:00 PM*",46.6,1982,17
"8/19/2016 4:00:00 PM*",46.4,1987,20
"8/19/2016 4:15:00 PM*",46,2004,25
"8/19/2016 4:30:00 PM*",45.3,2035,19
"8/19/2016 4:45:00 PM*",45.1,2047,19
"8/19/2016 5:00:00 PM*",44.1,2093,17
"8/19/2016 5:15:00 PM*",44.7,2064,20
"8/19/2016 5:30:00 PM*",45.2,2040,13
"8/19/2016 5:45:00 PM*",47.7,1936,12
"8/19/2016 6:00:00 PM*",48.8,1890,12
"8/19/2016 6:15:00 PM*",51,1811,31
"8/19/2016 6:30:00 PM*",56.6,1630,15
"8/19/2016 6:45:00 PM*",60,1538,13
"8/19/2016 7:00:00 PM*",60.5,1526,15
"8/19/2016 7:15:00 PM*",60.5,1525,12
"8/19/2016 7:30:00 PM*",60.2,1534,14
"8/19/2016 7:45:00 PM*",60.8,1519,15
"8/19/2016 8:00:00 PM*",59.4,1554,14
"8/19/2016 8:15:00 PM*",59.1,1561,13
"8/19/2016 8:30:00 PM*",59.4,1553,20
"8/19/2016 8:45:00 PM*",60.2,1534,12
"8/19/2016 9:00:00 PM*",58.7,1572,11
"8/19/2016 9:15:00 PM*",59.8,1544,18
"8/19/2016 9:30:00 PM*",60.1,1536,4
"8/19/2016 9:45:00 PM*",60.5,1526,9
"8/19/2016 10:00:00 PM*",59.8,1543,9
"8/19/2016 10:15:00 PM*",60.2,1533,15
"8/19/2016 10:30:00 PM*",58.9,1567,2
"8/19/2016 10:45:00 PM*",60,1538,8
"8/19/2016 11:00:00 PM*",59.7,1547,4
"8/19/2016 11:15:00 PM*",59,1565,3
"8/19/2016 11:30:00 PM*",60.5,1526,3
"8/19/2016 11:45:00 PM*",59.5,1551,5
"8/20/2016 12:00:00 AM*",60,1538,4
"8/20/2016 12:15:00 AM*",60.3,1530,7
"8/20/2016 12:45:00 AM*",56.3,1640,2
"8/20/2016 1:00:00 AM*",50.8,1816,1
"8/20/2016 1:15:00 AM*",59.1,1562,1
"8/20/2016 1:30:00 AM*",56.1,1646,1
"8/20/2016 1:45:00 AM*",61.2,1507,1
"8/20/2016 2:00:00 AM*",59.5,1551,1
"8/20/2016 2:15:00 AM*",59,1565,1
"8/20/2016 2:30:00 AM*",61.4,1504,4
"8/20/2016 3:00:00 AM*",46.1,2001,2
"8/20/2016 3:30:00 AM*",59.8,1543,2
"8/20/2016 3:45:00 AM*",58.4,1580,3
"8/20/2016 4:15:00 AM*",59.3,1555,3
"8/20/2016 5:00:00 AM*",58.8,1570,1
"8/20/2016 5:15:00 AM*",54.9,1680,1
"8/20/2016 5:30:00 AM*",59.2,1560,3
"8/20/2016 5:45:00 AM*",58.7,1573,1
"8/20/2016 6:15:00 AM*",60,1537,5
"8/20/2016 6:30:00 AM*",59.2,1560,1
"8/20/2016 6:45:00 AM*",54.2,1702,2
"8/20/2016 7:00:00 AM*",61.8,1493,7
"8/20/2016 7:15:00 AM*",60.2,1532,3
"8/20/2016 7:30:00 AM*",61.8,1493,7
"8/20/2016 7:45:00 AM*",60.7,1521,13
"8/20/2016 8:00:00 AM*",60.8,1519,10
"8/20/2016 8:15:00 AM*",61.1,1510,19
"8/20/2016 8:30:00 AM*",61.6,1498,16
"8/20/2016 8:45:00 AM*",61.1,1511,13
"8/20/2016 9:00:00 AM*",60.3,1530,17
"8/20/2016 9:15:00 AM*",60.7,1520,17
"8/20/2016 9:30:00 AM*",61.4,1503,16
"8/20/2016 9:45:00 AM*",61.5,1501,21
"8/20/2016 10:00:00 AM*",60.7,1522,16
"8/20/2016 10:15:00 AM*",60.3,1531,15
"8/20/2016 10:30:00 AM*",60.8,1519,10
"8/20/2016 10:45:00 AM*",60.9,1515,7
"8/20/2016 11:00:00 AM*",61.2,1509,13
"8/20/2016 11:15:00 AM*",60.2,1533,15
"8/20/2016 11:30:00 AM*",60.1,1535,18
"8/20/2016 11:45:00 AM*",60.5,1526,21
"8/20/2016 12:00:00 PM*",60.7,1520,9
"8/20/2016 12:15:00 PM*",60.8,1518,20
"8/20/2016 12:30:00 PM*",60.7,1521,12
"8/20/2016 12:45:00 PM*",60.1,1535,13
"8/20/2016 1:00:00 PM*",60.2,1534,13
"8/20/2016 1:15:00 PM*",60.8,1517,13
"8/20/2016 1:30:00 PM*",60.5,1526,12
"8/20/2016 1:45:00 PM*",60,1538,9
"8/20/2016 2:00:00 PM*",61.6,1497,7
"8/20/2016 2:15:00 PM*",61,1514,15
"8/20/2016 2:30:00 PM*",60.8,1518,10
"8/20/2016 2:45:00 PM*",60,1538,9
"8/20/2016 3:00:00 PM*",60.1,1535,13
"8/20/2016 3:15:00 PM*",60.7,1522,6
"8/20/2016 3:30:00 PM*",59.1,1563,12
"8/20/2016 3:45:00 PM*",61.7,1495,11
"8/20/2016 4:00:00 PM*",61.4,1503,20
"8/20/2016 4:15:00 PM*",61.5,1500,11
"8/20/2016 4:30:00 PM*",60.2,1534,13
"8/20/2016 4:45:00 PM*",61.1,1512,14
"8/20/2016 5:00:00 PM*",61,1513,5
"8/20/2016 5:15:00 PM*",61.5,1501,10
"8/20/2016 5:30:00 PM*",60.3,1531,15
"8/20/2016 5:45:00 PM*",59.5,1552,8
"8/20/2016 6:00:00 PM*",61,1514,8
"8/20/2016 6:15:00 PM*",61.4,1503,11
"8/20/2016 6:30:00 PM*",60.6,1522,7
"8/20/2016 6:45:00 PM*",61.6,1499,9
"8/20/2016 7:00:00 PM*",60.7,1520,6
"8/20/2016 7:15:00 PM*",59.8,1543,9
"8/20/2016 7:30:00 PM*",60.4,1527,8
"8/20/2016 7:45:00 PM*",59.1,1561,9
"8/20/2016 8:00:00 PM*",60,1537,5
"8/20/2016 8:15:00 PM*",59.3,1556,9
"8/20/2016 8:30:00 PM*",58.5,1577,3
"8/20/2016 8:45:00 PM*",59.9,1541,7
"8/20/2016 9:00:00 PM*",60.8,1517,1
"8/20/2016 9:15:00 PM*",60.4,1529,10
"8/20/2016 9:30:00 PM*",61.1,1510,8
"8/20/2016 9:45:00 PM*",60.6,1523,6
"8/20/2016 10:15:00 PM*",62,1488,4
"8/20/2016 10:30:00 PM*",62,1489,3
"8/20/2016 10:45:00 PM*",59.7,1546,3
"8/20/2016 11:00:00 PM*",59.8,1544,6
"8/20/2016 11:15:00 PM*",61.8,1493,4
"8/20/2016 11:30:00 PM*",60.4,1527,3
"8/20/2016 11:45:00 PM*",61.4,1503,4
"8/21/2016 12:00:00 AM*",60.6,1523,7
"8/21/2016 12:15:00 AM*",55.2,1673,2
"8/21/2016 12:30:00 AM*",61,1514,2
"8/21/2016 12:45:00 AM*",58.9,1568,3
"8/21/2016 2:00:00 AM*",59.8,1543,2
"8/21/2016 2:30:00 AM*",60,1537,1
"8/21/2016 2:45:00 AM*",57.9,1595,2
"8/21/2016 3:00:00 AM*",59.6,1549,2
"8/21/2016 4:00:00 AM*",52.5,1757,2
"8/21/2016 4:45:00 AM*",58.3,1583,2
"8/21/2016 5:15:00 AM*",58.5,1578,1
"8/21/2016 5:30:00 AM*",59.7,1547,2
"8/21/2016 6:00:00 AM*",61.8,1494,3
"8/21/2016 6:15:00 AM*",62.2,1485,4
"8/21/2016 7:00:00 AM*",63,1464,3
"8/21/2016 7:15:00 AM*",60.4,1529,3
"8/21/2016 7:30:00 AM*",61.8,1494,3
"8/21/2016 7:45:00 AM*",61.5,1500,2
"8/21/2016 8:00:00 AM*",59.5,1552,2
"8/21/2016 8:15:00 AM*",60.7,1522,6
"8/21/2016 8:30:00 AM*",61.9,1490,3
"8/21/2016 8:45:00 AM*",59.4,1553,4
"8/21/2016 9:00:00 AM*",60.9,1517,6
"8/21/2016 9:15:00 AM*",61.5,1500,8
"8/21/2016 9:30:00 AM*",60.9,1515,9
"8/21/2016 9:45:00 AM*",61.3,1505,4
"8/21/2016 10:00:00 AM*",60.4,1528,6
"8/21/2016 10:15:00 AM*",58.9,1568,6
"8/21/2016 10:30:00 AM*",60.2,1534,3
"8/21/2016 10:45:00 AM*",60.6,1522,16
"8/21/2016 11:00:00 AM*",61.4,1503,10
"8/21/2016 11:15:00 AM*",58.5,1578,6
"8/21/2016 11:30:00 AM*",59.9,1540,9
"8/21/2016 11:45:00 AM*",61.2,1508,13
"8/21/2016 12:00:00 PM*",60.4,1529,13
"8/21/2016 12:15:00 PM*",61.1,1511,5
"8/21/2016 12:30:00 PM*",60.2,1532,4
"8/21/2016 12:45:00 PM*",60,1539,5
"8/21/2016 1:00:00 PM*",59.8,1544,7
"8/21/2016 1:15:00 PM*",59.4,1554,9
"8/21/2016 1:30:00 PM*",60.2,1532,11
"8/21/2016 1:45:00 PM*",58.9,1567,12
"8/21/2016 2:00:00 PM*",60.8,1517,5
"8/21/2016 2:15:00 PM*",60.3,1531,13
"8/21/2016 2:30:00 PM*",60.4,1527,12
"8/21/2016 2:45:00 PM*",59.8,1542,7
"8/21/2016 3:00:00 PM*",60,1537,10
"8/21/2016 3:15:00 PM*",61,1512,9
"8/21/2016 3:30:00 PM*",60.9,1516,6
"8/21/2016 3:45:00 PM*",60.3,1531,5
"8/21/2016 4:00:00 PM*",61.4,1502,4
"8/21/2016 4:15:00 PM*",59.3,1556,8
"8/21/2016 4:30:00 PM*",60.4,1528,9
"8/21/2016 4:45:00 PM*",60.4,1528,14
"8/21/2016 5:00:00 PM*",60.9,1515,12
"8/21/2016 5:15:00 PM*",60.5,1526,12
"8/21/2016 5:30:00 PM*",60.6,1523,10
"8/21/2016 5:45:00 PM*",60.3,1532,8
"8/21/2016 6:00:00 PM*",62.9,1467,3
"8/21/2016 6:15:00 PM*",61.3,1507,12
"8/21/2016 6:30:00 PM*",61.7,1497,2
"8/21/2016 6:45:00 PM*",61.9,1492,9
"8/21/2016 7:00:00 PM*",60,1539,6
"8/21/2016 7:15:00 PM*",61.6,1499,9
"8/21/2016 7:45:00 PM*",59.2,1559,3
"8/21/2016 8:00:00 PM*",60.4,1528,9
"8/21/2016 8:15:00 PM*",61.1,1510,4
"8/21/2016 8:30:00 PM*",59.1,1561,3
"8/21/2016 8:45:00 PM*",61.4,1504,4
"8/21/2016 9:00:00 PM*",62.3,1481,2
"8/21/2016 9:15:00 PM*",60.2,1532,2
"8/21/2016 9:30:00 PM*",61.2,1507,3
"8/21/2016 9:45:00 PM*",59.9,1541,7
"8/21/2016 10:15:00 PM*",58.9,1568,5
"8/21/2016 10:30:00 PM*",58.3,1583,4
"8/21/2016 10:45:00 PM*",58.8,1570,3
"8/21/2016 11:00:00 PM*",59.3,1555,1
"8/21/2016 11:15:00 PM*",58,1592,3
"8/21/2016 11:30:00 PM*",37.7,2448,1
"8/21/2016 11:45:00 PM*",58.7,1571,2
"8/22/2016 12:00:00 AM*",57.5,1604,2
"8/22/2016 12:15:00 AM*",57.1,1618,2
"8/22/2016 12:30:00 AM*",62.9,1466,1
"8/22/2016 12:45:00 AM*",61,1514,1
"8/22/2016 1:15:00 AM*",57.8,1597,2
"8/22/2016 1:45:00 AM*",58.6,1576,1
"8/22/2016 2:15:00 AM*",59.4,1553,1
"8/22/2016 2:45:00 AM*",57,1619,1
"8/22/2016 3:00:00 AM*",59.8,1543,1
"8/22/2016 3:45:00 AM*",56.3,1639,2
"8/22/2016 4:00:00 AM*",60.4,1529,1
"8/22/2016 4:15:00 AM*",59.3,1555,1
"8/22/2016 4:30:00 AM*",60,1539,1
"8/22/2016 4:45:00 AM*",59.6,1548,1
"8/22/2016 5:15:00 AM*",57.1,1617,3
"8/22/2016 5:30:00 AM*",61.2,1508,2
"8/22/2016 6:00:00 AM*",60.5,1525,3
"8/22/2016 6:15:00 AM*",60.9,1515,4
"8/22/2016 6:30:00 AM*",59.7,1547,5
"8/22/2016 6:45:00 AM*",60.9,1515,5
"8/22/2016 7:00:00 AM*",59.3,1556,10
"8/22/2016 7:15:00 AM*",58.8,1569,11
"8/22/2016 7:30:00 AM*",60.6,1524,12
"8/22/2016 7:45:00 AM*",60.7,1521,10
"8/22/2016 8:00:00 AM*",59.4,1553,14
"8/22/2016 8:15:00 AM*",58.3,1583,10
"8/22/2016 8:30:00 AM*",59.3,1556,10
"8/22/2016 8:45:00 AM*",59.1,1561,7
"8/22/2016 9:00:00 AM*",61.3,1506,8
"8/22/2016 9:15:00 AM*",60.3,1530,8
"8/22/2016 9:30:00 AM*",59.2,1559,6
"8/22/2016 9:45:00 AM*",60.2,1534,14
"8/22/2016 10:00:00 AM*",59.8,1544,13
"8/22/2016 10:15:00 AM*",60.5,1525,3
"8/22/2016 10:30:00 AM*",60.5,1525,10
"8/22/2016 10:45:00 AM*",59.8,1544,11
"8/22/2016 11:00:00 AM*",59.3,1556,10
"8/22/2016 11:15:00 AM*",60,1537,14
"8/22/2016 11:30:00 AM*",60.7,1520,10
"8/22/2016 11:45:00 AM*",59.1,1562,12
"8/22/2016 12:00:00 PM*",59.5,1552,20
"8/22/2016 12:15:00 PM*",59.5,1552,21
"8/22/2016 12:30:00 PM*",59.3,1556,7
"8/22/2016 12:45:00 PM*",60.2,1533,12
"8/22/2016 1:00:00 PM*",60.7,1520,9
"8/22/2016 1:15:00 PM*",60.7,1522,14
"8/22/2016 1:30:00 PM*",59.9,1540,14
"8/22/2016 1:45:00 PM*",59.5,1552,10
"8/22/2016 2:00:00 PM*",59.3,1556,16
"8/22/2016 2:15:00 PM*",60.8,1519,9
"8/22/2016 2:30:00 PM*",61.1,1510,24
"8/22/2016 2:45:00 PM*",58.6,1575,12
"8/22/2016 3:00:00 PM*",59.8,1542,17
"8/22/2016 3:15:00 PM*",61,1514,25
"8/22/2016 3:30:00 PM*",59.2,1558,24
"8/22/2016 3:45:00 PM*",54.2,1703,14
"8/22/2016 4:00:00 PM*",53.1,1737,15
"8/22/2016 4:15:00 PM*",52.4,1762,11
"8/22/2016 4:30:00 PM*",53.4,1727,18
"8/22/2016 4:45:00 PM*",52.3,1763,11
"8/22/2016 5:00:00 PM*",52.3,1764,13
"8/22/2016 5:15:00 PM*",46,2005,12
"8/22/2016 5:30:00 PM*",50.4,1831,10
"8/22/2016 5:45:00 PM*",50.1,1844,14
"8/22/2016 6:00:00 PM*",58.9,1567,10
"8/22/2016 6:15:00 PM*",60.9,1516,12
"8/22/2016 6:30:00 PM*",61.5,1502,12
"8/22/2016 6:45:00 PM*",59.9,1541,11
"8/22/2016 7:00:00 PM*",59.9,1540,14
"8/22/2016 7:15:00 PM*",61.4,1503,8
"8/22/2016 7:30:00 PM*",59.9,1541,12
"8/22/2016 7:45:00 PM*",59.2,1558,9
"8/22/2016 8:00:00 PM*",59.8,1542,8
"8/22/2016 8:15:00 PM*",58.7,1572,7
"8/22/2016 8:30:00 PM*",61.4,1504,5
"8/22/2016 8:45:00 PM*",60.2,1533,6
"8/22/2016 9:00:00 PM*",58.6,1576,5
"8/22/2016 9:15:00 PM*",56.6,1629,1
"8/22/2016 9:30:00 PM*",60.6,1523,1
"8/22/2016 9:45:00 PM*",59.1,1562,7
"8/22/2016 10:00:00 PM*",61.7,1495,9
"8/22/2016 10:15:00 PM*",61,1514,6
"8/22/2016 10:30:00 PM*",62.5,1477,1
"8/22/2016 10:45:00 PM*",61.5,1501,2
"8/22/2016 11:00:00 PM*",58.4,1580,3
"8/22/2016 11:15:00 PM*",62.2,1483,5
"8/22/2016 11:30:00 PM*",60.9,1515,2
"8/22/2016 11:45:00 PM*",60.9,1516,3
"8/23/2016 12:00:00 AM*",59.8,1543,3
"8/23/2016 12:15:00 AM*",53.1,1738,2
